Tweet_count,Usename,Name,Text,Retweets,Likes
160,Iwona,"@EdoMarcin Tak , będą bo już nie wiedzą co mogą zrobić żeby wygrać wybory prezydenckie,nie doczeka  nie komuchy tylko dr Karol Nawrocki Prezydentem Polski 🇵🇱👍🇵🇱🇵🇱🇵🇱🇵🇱",Sun Apr 20 19:19:44 +0000 2025,0,4
161,Leszek Miller,"https://t.co/lXn6Ke9ezK Kolejne kampanie wyborcze na urząd prezydenta Rzeczypospolitej Polskiej pokazują, że nadszedł czas na zmianę sposobu wyłaniania głowy państwa. Zamiast wyborów powszechnych, wybór prezydenta przez Zgromadzenie Narodowe. Takie rozwiązanie niesie ze sobą",Mon Apr 07 07:59:56 +0000 2025,72,724
162,DoRzeczy,"""Zdobycze socjalne"". @NawrockiKn obiecuje walkę o programy @pisorgpl ⬇️⬇️⬇️ https://t.co/UlLBYlloRT",Fri Apr 25 09:59:12 +0000 2025,7,16
163,Jacek Pawlicki,"Polska wróciła do światowej gry. Wybory 18 mają przesądzą, czy w tej grze pozostanie czy też czeka nas zjadz do pisowskiej zajezdni dziejów. Tak postrzegam wybory prezydenckie - walka jest o wszystko. Na szali zbyt wiele a niszczenie banerów o tym świadczy  #Trzaskowski2025 https://t.co/SBftmRzsxg",Sun Apr 27 12:03:09 +0000 2025,7,10
164,Super Express,Kandydat na prezydenta popierany przez PiS Karol Nawrocki podczas konferencji prasowej zorganizowanej przy przekopie Mierzei Wiślanej przedstawił swoją wizję rozwoju Polski. https://t.co/RNdM9v0JBZ,Wed Apr 23 16:08:15 +0000 2025,3,5
165,Lemingopedia,"Proszę Państwa! Rafał Trzaskowski właśnie w tej chwili przegrywa wybory prezydenckie. Był uważany za niegroźnego fajtłapę, ale teraz jest uważany za idiotę i mitomana. Nie ma nic gorszego dla kandydata niż śmieszność.",Tue Apr 15 07:07:50 +0000 2025,39,297
166,Michał Szadkowski,"‼️Zrobiliśmy specjalny numer @NewsweekPolska na wybory prezydenckie 👑To był moment, gdy w Dudzie coś pękło. ""Wściekł na Kaczyńskiego"" https://t.co/cIYAJsh6Od 👑Kwaśniewski o tym, jak się zostaje prezydentem https://t.co/siEa8vCo8p 👑Duuuużo więcej:  https://t.co/brc635izR4 https://t.co/vlxIGn06Qm",Fri Apr 25 10:16:55 +0000 2025,1,3
167,Koneser Unii Europejskiej,❗️SONDAŻ ❗️  Czy Trzaskowski wygra Wybory Prezydenckie robiąc ustawkę w Końskich i olewając Debatę w Republice?,Tue Apr 15 08:24:18 +0000 2025,18,29
168,CyberDefence24,⚠️Masowe wykorzystywanie anonimowych kont to zjawisko wyjątkowo niebezpieczne.  Zobaczcie sami🧐 i bądźcie czujni❗👇  @Defence24pl @NawrockiKn @trzaskowski_ @Platforma_org @SlawomirMentzen @KONFEDERACJA_ @DemagogPL @NASK_pl @mic_marek  https://t.co/xrHrK2i6gt,Tue Apr 22 05:58:00 +0000 2025,13,17
169,Nowe Ateny,"Marny argument, zakrawa na hipokryzję, Korwin wam nie przeszkadza...  Julio Cortazar nazwałby to ""własnonożnym kopem w dupę"".  Opamiętajcie się, to nie konklawe, a wybory prezydenckie w skorumpowanym, zdegenerowanym, upadłym kraju, próba wskrzeszenia trupa, zgromadzenia rodziny.",Fri Apr 25 11:31:49 +0000 2025,1,5
170,Onet Wiadomości,"— Ja, Andrzej Duda, zagłosuję na Karola Nawrockiego — powiedział wprost prezydent. Jest reakcja premiera ➡️ https://t.co/db0bHYXxQq https://t.co/rumfqIOvF4",Sun Apr 27 13:41:35 +0000 2025,3,14
171,Jacek Nizinkiewicz,"Jeśli Karol Nawrocki nie wygrał nawet na swoim podwórku, to jak ma wygrać wybory prezydenckie? #DebataRepubliki",Mon Apr 14 21:20:21 +0000 2025,92,800
172,tvp.info 🇵🇱,"🗣️ ""Jestem przekonany, że będą wyroki skazujące w sprawie @DariuszMatecki i innych polityków - myślę o @ZiobroPL i @MorawieckiM. W wielu sprawach wszystkie drogi prowadzą do nich. (...) Wybory prezydenckie to ostatnie koło ratunkowe dla wielu polityków"" - @MichalSzczerba https://t.co/YU0WLE0UVM",Fri Apr 25 06:52:42 +0000 2025,21,101
173,Zdrajcę trzeba mieć za wroga,"@donaldtusk Prędzej pies zacznie gęgać, niż ty zrobisz coś dobrego dla Polski i dla Polaków. Więc lepiej już nic nie rób, tylko czekaj grzecznie aż prawica wygra wybory prezydenckie.",Thu Apr 24 17:58:48 +0000 2025,0,2
174,Wiktoria,"Wybory prezydenckie w 2015 miały niska frekwencję, 48%/56%. Na wschodzie Polski była ona znacznie wyższa niż za zachodzie, gdzie PO ma więcej wyborców. Frekwencja sprzyjała Dudzie, nie Komorowskiemu. Nie powtórzmy tego błędu. Wszyscy do urn! #Trzaskowski2025 https://t.co/OessX1uOiU",Fri Apr 25 10:44:02 +0000 2025,8,14
175,Ewa Wini ⚡🇪🇺🏳‍🌈 #SiódemkaTeam #KobietyNaWybory,"Dziennikarze narzekają, że kampania jest bezbarwna, spokojna. A jaka ma być? Mają się wyzywać i obrzucać błotem? Tak, niektórzy tak robią, ale to tylko źle o nich świadczy! Chcemy krwi? Naprawdę? Sztuką jest walczyć fair play jak #FighterRafał ! To wybory prezydenckie, nie boks. https://t.co/drJwZrYhOD",Wed Apr 23 05:28:59 +0000 2025,104,225
176,STARPAR®,WYBORY PREZYDENCKIE - Ale to Film ;)   Film w lepszej jakości na moim kanale Youtube (Link w komentarzu) https://t.co/GqFhwVwyHV,Sun Apr 20 18:00:12 +0000 2025,1,10
177,WICKET #BRAUN2025🧯,[❓️] 20 pytań z Latarnika na wybory prezydenckie 2025.  Reszta w wątku poniżej ⬇️  [1/20] Kompetencje prezydenta w zakresie polityki zagranicznej powinny zostać zwiększone kosztem kompetencji rządu.,Sat Apr 26 14:39:03 +0000 2025,5,10
178,Onet Wiadomości,Chodzi o ostatnią propozycję marszałka Sejmu dla Rafała Trzaskowskiego. Szczegóły ➡️  https://t.co/JqHQh6go7f https://t.co/vasUrobJCI,Thu Apr 24 10:06:05 +0000 2025,2,4
179,Lucjan Drobosz 🇪🇺🇵🇱🇺🇦,"Nie, to nie @trzaskowski_  wygra wybory prezydenckie. To my je musimy wygrać, żeby on objął Urząd. Rafał ma w ręku jeden głos, tak jak ja. Fakt, siłę przekonywania i możliwości on ma większe niż ja. Ale ja też jakieś mam. Do roboty! #Trzaskowski2025",Fri Apr 18 05:54:17 +0000 2025,13,27
180,Artur Śmiech,@Mironxxxxxxxx Te czasy nie mogą wrócić i dlatego wybory prezydenckie musi wygrać #Trzaskowski2025  Liczy się każdy głos!🫡,Mon Apr 21 10:27:26 +0000 2025,30,74
181,Aborcyjny Talib 🇵🇱✝️🇻🇦,"@MateuszMalewsk2 @SENATpolebitwy @AM_Zukowska @wozniak_piotr Prezydent (zazwyczaj wybierany po niemiecku, chyba, że by wygrał w drugiej turze z trzema kandydatami 50+%) oraz Senat, oraz lud poprzez referenda miałyby większą władze, to mogłoby to być narzędzie depolaryzacyjne.",Wed Apr 23 21:27:28 +0000 2025,0,0
182,Stanisław Żerko,A jeszcze miesiąc... https://t.co/n2Mqv9ERBI,Wed Apr 23 11:31:36 +0000 2025,6,74
183,Piotrdotcom 🇵🇱🇪🇸🇫🇷🇪🇺 #SilniRazem,"‼️FAŁSZ‼️ Ludzie kochane myślcie sprawdzajcie do chuja trypla! https://t.co/K9r0MWLcw1 Czy Grzegorz Braun ma szansę na poparcie zapewniające mu wejście do drugiej tury wyborów prezydenckich? Taki scenariusz sugeruje sondaż, który miał zostać wykonany przez znany ośrodek badania https://t.co/k3q6BG8uBp",Thu Apr 24 12:29:57 +0000 2025,7,16
184,Beata,"18.05 wybory Prezydenckie.  Warto przypomnieć niektórym zniechęconym o co idzie gra. Ten pan wie o co walczmy,nie pozwólmy na to #Trzaskowski2025  #TrzaskowskiPrezydentemPolski2025",Fri Apr 25 07:58:15 +0000 2025,2,6
185,Adrian Jasiński Ryży 🇪🇺🏳️‍🌈🏳️‍⚧️🇺🇦🇵🇱,Dokładnie!!! Przez ten najbliższy miesiąc będziemy jak najmocniej pracować na to aby nasz kandydat na prezydenta RP @trzaskowski_ wygrał wybory prezydenckie i przez ten najbliższy miesiąc musimy z determinacją walczyć o każdy głos poparcia!!! 🇵🇱🇪🇺💙👍✊💪✌️❤️ #Trzaskowski2025,Fri Apr 18 14:34:36 +0000 2025,33,65
186,Angelina,"Rafał Trzaskowski przegra drugie wybory prezydenckie z rzędu i znajdzie się na politycznym śmietniku.   1.06.2025 roku otworzę z tej okazji szampana, którego dzisiaj wkładam do lodówki.  #ŻegnajBucu",Sun Apr 27 14:18:31 +0000 2025,0,3
187,DoRzeczy,Topnieje przewaga Trzaskowskiego. Najnowszy sondaż prezydencki ⬇️ https://t.co/YjpTx1Ix6y,Wed Apr 23 06:02:55 +0000 2025,14,34
188,X-owe wybory prezydenckie,Takie tam malutkie zmiany https://t.co/ratLU1RcKs,Mon Apr 21 16:31:27 +0000 2025,0,6
189,X-owe wybory prezydenckie,Kolejna nie duża zmiana https://t.co/lLGvSba6dY,Mon Apr 21 16:45:33 +0000 2025,0,7
190,Max Lagowski 🇵🇱🇺🇸🍊,"Lewacy OFICJALNIE potwierdzają, że nielegalni islamscy bandyci będą otrzymywać z podatków płaconych przez POLAKÓW więcej pieniędzy niż Polscy emeryci!!! Albo to są skończeni idioci, albo oni już wiedzą, że wybory prezydenckie i każde następne będą “skręcone” pod rozkaz EU.",Mon Apr 21 17:50:30 +0000 2025,482,1036
191,Krzysztof 🇵🇱,"Nawrocki 34,5 Trzaskowski 33,1 Mentzen 20,5  PS. W takim przypadku wygrywamy wybory prezydenckie ❤️ #Nawrocki25 🇵🇱",Sat Apr 19 21:53:49 +0000 2025,2,10
192,Aneta ObserwatorXY,"Byłoby przyzwoite, gdyby kandydat PiSu nie zakłamywał rzeczywistości mówiąc, że wybory prezydenckie 18 maja to będzie referendum za odrzuceniem rządu premiera Donalda Tuska. Czy może pan kandydat nie odróżnia wyborów prezydenckich od referendum, tak jak polio od palio? 😉",Mon Mar 03 10:43:28 +0000 2025,66,317
193,Isart #Mentzen2025,"@05Kamil10 @ianx0289 @DudekPL4 @KONFEDERACJA_ @SlawomirMentzen 1. Nie odszedł. Został wyrzucony. https://t.co/Q1PLepmen1 2. Nie przysiadł się do stolika, bo zauważ że jedni (PO) i drudzy(PiS) atakują Konfederację. Różnica jest taka, że Wy(KKP) do nich się dosiedliscie i również walicie w Nas(Konfederacja).",Tue Apr 22 12:09:23 +0000 2025,0,1
194,Gdańskie Autobusy i Tramwaje,"18 maja znów spotkamy się przy urnach wyborczych 🗳️ Wybory prezydenckie to moment, w którym każdy z nas ma szansę wpłynąć na przyszłość Polski 🇵🇱 Dołączcie do akcji „Nie śpij, bo Cię przegłosują” i pokażcie bliskim, że każdy głos się liczy. Więcej: https://t.co/1wzD3Yo5CU. https://t.co/Twx5CQL0U6",Sun Apr 27 16:49:00 +0000 2025,0,4
195,e-Koneser Serka Wiejskiego,"Wybory prezydenckie memicznymi czynią zawsze ci mniejsi kandydaci - Tanajno, Senyszyn, Woch, Żółtek, Braun, Korwin, Jakubiak, etc.",Sun Apr 20 12:05:05 +0000 2025,0,3
196,Genezyp Kapen,"Ale wiecie, że wybory prezydenckie to nie jest osobne głosowanie? To druga połowa meczu z 15.X.2023. Dopiero po wyborze Trzaskowskiego będzie można świętować wygraną. #Trzaskowsk2025",Tue Apr 22 15:32:44 +0000 2025,265,967
197,X-owe wybory prezydenckie,Sondaż na potencjalną drugą turę:  Gdyby druga tura X-owych wyborów prezydenckich wyglądałaby następująco mój głos dostałby:,Sat Apr 26 09:46:31 +0000 2025,7,19
198,Bartek Bednarczyk #CSB,Ja już się zapisałem na wybory prezydenckie. Moim kandydatem jest #Trzaskowski2025 https://t.co/5GUSh9lfJ3,Tue Apr 22 17:07:41 +0000 2025,4,15
199,Kamil Kanclerz,A tak z innej beczki. Czy prokuratura w naszym kraju też czeka na wybory prezydenckie ? Dla posłów PiS ich ciotek wujków kuzynów koleżanek kolegów kochanek pytam?,Mon Apr 14 19:14:29 +0000 2025,7,77
200,Solidarny Polak,"Rafał Trzaskowski dzisiaj stwierdził, że jednak marsz niepodległości mu nie przeszkadza. Decyzja czysto pod wybory prezydenckie. https://t.co/vRp1PwRqbN",Thu Apr 24 19:45:07 +0000 2025,3,8
201,Ula #Trzaskowski2025,"Obywatele wybierają❣️ Poprzednie wybory prezydenckie zostały skradzione. Teraz pisi nie mają Pegasusa, nie mają służb. Teraz MY mówimy jeszcze raz: głosuję na Trzaskowskiego! Na wolność, równość, praworządność! 🤍❤️ #WygraCalaPolska  #Trzaskowski2025",Sun Apr 27 19:37:02 +0000 2025,3,6
202,Barb,"@donaldtusk Dzięki Panu Premierowi i dzięki wszystkim demokratom wygraliśmy wybory do parlamentu i wygramy wybory prezydenckie. Domkniemy system, wyczyścimy i uporządkujemy państwo.  #Trzaskowski",Thu Apr 24 19:48:24 +0000 2025,1,4
203,Jolanta Lessig,"„…najbliższe wybory prezydenckie w Polsce mogą zostać rozegrane w logice ""funu"",”… …”a w tej produkcji ""funu"" chętnie uczestniczymy także My Media i My Dziennikarze.” 🎯🎯🎯",Sat Apr 19 14:20:51 +0000 2025,1,3
204,Du_dzik94,@OskWars mam odważny pomysł- niech lewica wygra wybory prezydenckie i będzie po problemie,Tue Apr 22 11:33:20 +0000 2025,0,2
205,Joanna🇪🇺🇵🇱❤️🇪🇸🏠,"@PabloMoralesPL Czy Hołownia rozumie, że wybory prezydenckie, to nie jest program rozrywkowy typu ""Mam talent"", to są bardzo ważne dla Polaków wybory na Prezydenta RP?",Wed Apr 23 19:49:01 +0000 2025,0,21
206,Interia,"- Uważam, że znajomość języków przydaje się nawet wykidajle w klubie nocnym i to nie jest żadna aluzja - podkreślił na wiecu @trzaskowski_ gość specjalny, szef MSZ @sikorskiradek  https://t.co/yH0mCwXMe9",Sun Apr 27 15:03:20 +0000 2025,0,7
207,Niezalezna.PL,🎯 NAJNOWSZE: Rumuński sąd odwołał swoją decyzję. Chodzi o unieważnione w 2024 roku wybory prezydenckie.  🧵 Chcesz wiedzieć więcej? Zajrzyj do komentarza 🧵 https://t.co/kvlO4u3OG6,Fri Apr 25 07:15:03 +0000 2025,3,6
208,X-owe wybory prezydenckie,Nowa sonda https://t.co/TVOlZJmYbL,Tue Apr 22 12:38:41 +0000 2025,5,25
209,X-owe wybory prezydenckie,Tak to wygląda po kolejnej lekkiej korekcie https://t.co/VLV6tfZJ9U,Mon Apr 21 17:44:07 +0000 2025,0,3
210,Kate G.,"@PPawlik4343 Nie tylko ty tak myślisz... A potem będzie płacz, jak wybory wygra nowogrodzki, rozwiąże Sejm (co zapowiadał), wprowadzi rządy prezydenckie, a Kaczor szybko wsadzi demokratów do więzienia na lata (co zapowiadał)... I na dodatek dostaniemy w pakiecie państwo wyznaniowe.",Sun Apr 27 12:41:49 +0000 2025,0,7
211,KasiaSpodLasu #Trzaskowski2025,Kiedy #Trzaskowski2025 wygra wybory prezydenckie #WygraCałaPolska !,Sun Apr 27 19:08:09 +0000 2025,3,7
212,X-owe wybory prezydenckie,"Wyniki sondażu:  Frekwencja: 243 (rekord)  PS. Wymyśliłem nowy format głosowania (tylko w dniu wyborow) aby zapobiec oszustwom, dowiecie się w swoim czasie :) https://t.co/zSHXfYQpnk",Wed Apr 23 13:08:27 +0000 2025,3,26
213,Ryszard Czarnecki,Moje wystąpienie na III edycji MEGA-a 1 w🇬🇷.A za tydzień wybory prezydenckie w🇷🇴i szansa @georgesimion z @aurparty i wiceprezydenta @ECRparty-głównego mówcy Make Europe Great Again w Salonikach. @MorawieckiM @PatrykJaki @pisorgpl https://t.co/ZHXcMUWa6K,Sat Apr 26 07:25:56 +0000 2025,1,3
214,OKO.press,"Wiesz, że wybory prezydenckie są ważne, chcesz oddać głos, ale nadal nie masz pewności, z którym z kandydatów najbardziej Ci po drodze?  🔍 Rozwiąż kompas wyborczy https://t.co/q7A5ZiqKqh i zdecyduj, na kogo postawić 18 maja 👉 https://t.co/nETkqcTn1s https://t.co/3IKva1jfpz",Thu Apr 24 11:07:07 +0000 2025,0,3
215,John Polluk 🇵🇱🤝🇺🇸 Friends,"Wybory prezydenckie zmiotą władzę Tuska? Adam Bielan: W tej koalicji trzeszczy. Jeżeli Trzaskowski przegra, wypadną trupy z szafy. https://t.co/Z777vc4xXW",Thu Apr 24 15:57:27 +0000 2025,4,3
216,Bicz Boży Obywatelski Jaro Camaro#SilniRazem,"Będę tu przynudzał o mobilizacji Polonii. Taki mam charakter, że przynudzam. Liczy się każdy głos, my tu mamy coś znacznie ważniejszego, niż wybory prezydenckie do wygrania.",Sat Apr 26 16:41:21 +0000 2025,31,135
217,Barbara,@BorekMati Bo niedługo są wybory prezydenckie. https://t.co/XMrRuqGnYQ,Tue Apr 22 19:29:32 +0000 2025,5,28
218,Historia Fotografią Pisana,20.04.2008 r. - były biskup katolicki Fernando Lugo wygrał wybory prezydenckie w Paragwaju. https://t.co/fqjI1bPxsa,Sun Apr 20 14:32:46 +0000 2025,0,2
219,Stanisław Żaryn,"W @Fakt_pl tekst dot. bezpieczeństwa wyborów, z moim komentarzem: ""Rząd nie zabezpiecza Polski przed operacjami dezinformacyjnymi Rosji. Władze zniszczyły budowane w poprz. latach syst. rozwiązania dot. monitorowania zagrożeń i nie przeciwdziałają im"".  https://t.co/yqCXdRjCU9",Wed Apr 23 08:46:00 +0000 2025,5,8
220,Antoni 👑†,"Brawo, bo nie mógł powiedzieć Sławek Mentzen tylko Konfederacja, przecież są wybory prezydenckie a nie parlamentarne?",Tue Apr 22 10:26:39 +0000 2025,0,3
221,Dominik,Sondaż prezydencki Opinia24 dla „Faktów” TVN i TVN24:  🟠Trzaskowski 32% 🔵Nawrocki 26% ⚫️Mentzen - 15% 🟡Hołownia - 6% 🟣Zandberg - 5% 🟢Biejat - 4% 🟤Braun - 4% ⚪️Stanowski - 2% 🔷Jakubiak - 1% 🔴Senyszyn - 1%  Niezdecydowani - 1%,Thu Apr 24 17:33:12 +0000 2025,0,4
222,michał,"Czarny scenariusz: oby się nie sprawdził. Szymon przegrywa z kretesem wybory prezydenckie, ale zostaje premierem w nowym rządzie PIS-Konfa-PL2050-Razemki. Akysz, koszmarze!!!!!! 😒 Ale czy nie jest to realny scenariusz, przy całej obłudzie miśków, matysiaków i tym podobnych?",Sat Apr 19 17:07:59 +0000 2025,0,2
223,Dosia,"W jednym tygodniu wybór nowego papieża, eurowizja i wybory prezydenckie  A jeszcze studia gdzieś muszę wcisnąć https://t.co/rciw1NZhur",Mon Apr 21 22:43:12 +0000 2025,0,3
224,Antoni 👑†,"@lauramontilyet @pawilon21 Wybory prezydenckie w 2010, Jaro tak mówił chyba jak Trzaskowski robi teraz fikołki z religią. A może i nie. https://t.co/xeg10bunXq",Sun Apr 20 15:04:47 +0000 2025,0,3
225,Beata GaSz,"Co on bierze??? 🤔 ""Chcą nam zabrać wszystko, dorobek ekonomiczny, społeczny, ale także nasze prawa, demokrację, wolność, godność i wreszcie naszą niepodległość, nasze państwo"" stwierdził Jarosław Kaczyński na konwencji Karola Nawrockiego. https://t.co/n9cqoeOWGj",Sun Apr 27 13:56:54 +0000 2025,0,2
226,Kizinievič Jacinto #SilniRazem 🇵🇱🇪🇺,"Nowa prognoza prezydencka w @onetpl. Debaty nie pomogły @trzaskowski_, ale dalej pozostaje liderem I tury wyborów oraz wygrywa II turę. Duży spadek  @SlawomirMentzen https://t.co/YXEJy6aQpP",Tue Apr 22 16:17:25 +0000 2025,0,0
227,Krzysztof Nikos ✝️,"@AntyKomuszek @trzaskowski_ Trzeba dobić to konające kurewstwo, wygrywając wybory Prezydenckie!",Fri Apr 25 19:33:52 +0000 2025,1,4
228,Piotr Cywiński,"Onet potrafi... Jak nie napisać, że mimo wspierania kandydata PO/Tuska przez spacyfikowaną TVP i Polskie Radio, tudzież przez niemiecki/polskojęzyczny Onet itp., przewaga Trzaskowskiego nad Nawrockim stopniała do 5,5 % i wciąż pikuje? Ano tak: https://t.co/Nr2hMwr6h8",Wed Apr 23 18:32:22 +0000 2025,9,23
229,Cesarz Pertynaks,"@donaldtusk Orban powiedział, że gdyby w 2004 r. UE wyglądała tak, jak dzisiaj, to Węgry nie weszłyby do niej. Czemu łżesz, człowieku, który w 2005 r. w upokarzający sposób przegrał wybory prezydenckie z Lechem Kaczyńskim?",Thu Apr 24 19:51:41 +0000 2025,1,12
230,🇵🇱Ralfie Czech🇵🇱,"Wybory prezydenckie 2025 | Maciej Maciak | piosenka ""Zrób z Maciaka prez... https://t.co/xNP4JINLJC przez @YouTube",Tue Apr 22 06:40:06 +0000 2025,2,6
231,Ewa E. Siedlecka,"PiS to Rosja.  Pamiętajmy o tym. Wybory prezydenckie to wybór między wolną, demokratyczną Polską,  a organizacją przestępczą i Rosją. #Trzaskowski2025✌🇵🇱❤ Jedyny bezpieczny wybór.",Fri Apr 25 07:50:46 +0000 2025,2,9
232,tvp.info 🇵🇱,"💬 ""Jeśli niektórzy moi koalicjanci forsują głupie i szkodliwe pomysły, a takim jest obniżenie składki zdrowotnej dla przedsiębiorców bez zastanawiania się, jak to wpłynie na budżet ochrony zdrowia (...), to ja będę przeciwko"" – zaznaczyła @MagdaBiejat. https://t.co/IN6UIRXNTK",Sun Apr 27 13:28:54 +0000 2025,6,14
233,X-owe wybory prezydenckie,Kandydaci na prezydenta którzy obserwują moje konto: 1. @astronomikox (KSN)✅️ 2. @pjoterek303✅️ 3. @Towarekznowu✅️ 4. @ubogipolityk✅️ 5. @WojownikKurumi✅️ 6. @mukbak_dobry (PPPP)✅️ 7. @Trivdar✅️ 8. @Drewniuk_UwU✅️ 9. @_kon__lib_ (KOBRA)✅️ 10. @mapol333 (ZDW)✅️,Mon Apr 21 16:49:18 +0000 2025,5,13
234,Ultor de Lacy,"@Openurmind1 @PersElection Wybory prezydenckie od lat są u nas na 50:50, kto wygra zadecyduje tak na prawdę przypadek i to, kto popełni mniej błedów. Dziś duet Trzaskowski/Sikorski dał ciała, Nawrocki wypadł dobrze. Do 1 czerwca zostało 5 tygodni i może wydarzyć się wszystko.",Sun Apr 27 19:23:40 +0000 2025,0,5
235,X-owe wybory prezydenckie,Upubliczniam 3 screeny z ostatniej sondy https://t.co/IQVfykA2Sh,Wed Apr 23 15:43:10 +0000 2025,0,9
236,tvn24,"Sondaż IBRiS dla ""Polityki"".  https://t.co/oD108d0O2N",Wed Apr 23 07:44:27 +0000 2025,8,17
237,Pasjonata 🇵🇱,"Marszałek jest skończony.  Za 3 tygodnie przerżnie wybory prezydenckie, za 5 tygodni jego koalicja przegra wybory w 2 turze a potem rozwali się trzecia droga bo PSL ucieknie, notowania zarwą się, posłowie uciekną do KO, potem zabiorą mu fotel marszałka a na końcu upadnie rząd.",Sat Apr 26 13:49:52 +0000 2025,55,367
238,Tomasz🇵🇱,"Wybory prezydenckie w tym województwie w ubiegłych latach: 2005, pierwsza tura, kandydat PiS 49,27%, PO 23%, 2010 54,09% do 26,69%, 2015 50,09% do 20,42%, 2020 60,69% do 16,23%. I teraz kandydat PiS miałby uzyskać swój najgorszy wynik w historii, a Trzaskowski znacznie swój",Sat Apr 19 14:40:01 +0000 2025,6,60
239,Krzysztof 🇵🇱,"Nawet TVN24 musi wyznawcom PO pomału uświadamiać jaki jest stan gry bo 18 maja zeszli by na zawał. Do tej pory zapewne większość silnych razem myśli, że Rafał ma 40% a nasz kandydat z poparciem 20% zaciekle walczy z Mentzenem o wejście do II tury 😂 https://t.co/AIeuLeBr3R",Wed Apr 23 10:12:10 +0000 2025,13,31
240,Piotr,"@Ten_Psycholog Jest tylko jeden powód, żeby teraz to zrobić - najbliższe wybory prezydenckie. Nie ma granicy, której nie przekroczono w imię religii. Ostatni przykład -  dr Gizela. Nie ma większego zła, któremu trzeba przeciwstawić się siłą.",Mon Apr 21 17:16:29 +0000 2025,1,4
241,TVN24+,"Nic kontrowersyjnego, nic co dzieli, nic co podgrzewa emocje - to taktyka Tuska, żeby koalicja dotrwała do pierwszej tury wyborów prezydenckich.  Tekst @arletazalewska dla @tvn24plus: https://t.co/owTe6Ne0EG",Fri Apr 25 06:15:00 +0000 2025,2,11
242,Interia,"Prezydent @AndrzejDuda pojawił się na konwencji kandydata popieranego przez PiS @NawrockiKn. - To niezwykle ważny moment dla Polski - stwierdził, rozpoczynając przemówienie. https://t.co/52cqC9GynX",Sun Apr 27 10:38:37 +0000 2025,1,3
243,Bertold Kittel,"Było bezustanne, bezczelne nabijanie kieszeni publicznymi milionami, łamanie prawa, wstrętna propaganda. A teraz Duda na konwensji Nawrockiego: «Przekonywał, że PiS ""zachowało uczciwość, także w demokracji"". Podkreślił, że on też szanuje reguły demokracji» https://t.co/gtadWzreYk",Sun Apr 27 13:05:37 +0000 2025,92,293
244,Mirosław,"@arekmularczyk A tym czasem inny ważniejszy sondaż jeśli chodzi o wybory prezydenckie -Trzaskowski przebija 50 % w rankingu zaufania, drugi Tusk, a Nawrocki 54,2 % nieufności 😏 https://t.co/ekOSZi2vms",Fri Apr 25 05:46:25 +0000 2025,0,4
245,Marian Konarski VOTE Grzegorz Braun.,Zapytajcie Groka kto wygra wybory prezydenckie 2025 w Polsce. Ciekawa odpowiedź.,Thu Apr 24 20:02:18 +0000 2025,1,25
246,franz james canvo 🇵🇱🏳️‍🌈,"@Prince4_5 wybór prezydenta będzie w drugiej turze i rozegra się między Trzaskowskim i Nawrockim, jeśli ktokolwiek ma jakieś złudzenia, że będzie inaczej to przykro mi bardzo XD",Thu Apr 24 11:06:58 +0000 2025,0,6
247,McCluskey 🇵🇱🇪🇺🇸🇪🇦🇺🏁🇨🇦,"@upasieczna Za groźby karalne się odpowiada karnie. Dwa, wybory ci się popierdoliły🤷🏼‍♂️ w maju są prezydenckie, a nie parlamentarne 🤡",Thu Apr 24 17:23:33 +0000 2025,0,17
248,Marcin Palade,"Zmiana preferencji prezydenckich od końca marca do końca drugiej dekady kwietnia. Debaty nie doprowadziły do rewolucji w sondażach, a jedyna statystycznie istotna zmiana dotyczy notowań @SlawomirMentzen. https://t.co/LN5FqPRc7W",Tue Apr 22 20:08:16 +0000 2025,7,106
249,Biełsat,"Nowi Serbowie-Rosjanie, ingerencja Kremla w wybory prezydenckie i fejki o “polskich najemnikach” w Kursku. Co wydarzyło się ostatnio w Europie Wschodniej? Najważniejsze wiadomości i najciekawsze teksty Bielsatu w Przeglądzie Tygodnia  https://t.co/CL4IvNG5UP https://t.co/E7ss5oI9sb",Tue Apr 22 17:48:21 +0000 2025,1,14
250,Andrzej Kołodziej,Rumuński sąd odwołał swoją decyzję.  Chodzi o unieważnione w 2024 roku wybory prezydenckie https://t.co/LrmE4OdPDT https://t.co/W1myfrUjkn,Fri Apr 25 10:11:48 +0000 2025,4,7
251,Marcin Klimek,"@krzysztofmulawa Nie dziwię się. To co wyprawia ten rząd i jego kadry to absolutny skandal. Dlatego liczę, że Trzaskowski przegra wybory prezydenckie i później ten beznadziejny rząd upadnie. To jedyny ratunek dla Polski w obecnej sytuacji.",Thu Apr 24 11:32:41 +0000 2025,1,2
252,Grzegorz Zakrzewski,@JerryZimowy Ręce opadają 😡 Zastanawiam się czy KO naprawdę chce żeby Rafał Trzaskowski wygrał wybory prezydenckie 🤔🤔🤔,Wed Apr 23 10:38:06 +0000 2025,2,33
253,Onet Wiadomości,"Kto jest najbardziej zadowolony, a kto najmniej? Oto wyniki sondażu ➡️ https://t.co/muCOwPl7As https://t.co/REHIJwO04J",Tue Apr 22 15:20:34 +0000 2025,0,2
