Tweet_count,Usename,Name,Text,Retweets,Likes
347,Kristof 🇵🇱,"@OficjalneZero ""Wypierdalać"" umie krzyczeć, ale już o tym ile trwa kadencja prezydenta w Polsce i kiedy były ostatnie wybory prezydenckie, to już nie ma pojęcia.",Sun Apr 27 19:03:32 +0000 2025,0,165
348,Józef Nowacki,"Można powiedzieć, że Rafał wziął Szymona ""pod włos"". Trzaskowski oświadczył, że nie będzie debatował z Hołownią, bo  ""nie zamierza spierać się z przyjaciółmi"".  Desperacka rejterada szambolana ! https://t.co/6Bew9kEp0i",Fri Apr 25 03:00:47 +0000 2025,48,70
349,Subiektywny Krytyk,"@DawidJankowiak_ @SamkaTorkowska Pójdę o krok dalej. Nie zagłosuje na żadnego z kandydatów. Zostawiam to tym, którzy mają jeszcze nadzieję, że wybory prezydenckie mogą coś zmienić w tym wykolejonym kraju.",Tue Apr 22 15:29:43 +0000 2025,0,3
350,TVN24+,"Gdyby jego żona wygrała wybory prezydenckie, mielibyśmy po raz pierwszy nie Pierwszą Damę, ale Pierwszego Dżentelmena. Maciej Maryl naszej reporterce Aleksandrze Kąkol opowiedział nieco więcej o sobie.  ZOBACZ rozmowę w @tvn24plus ⤵️ https://t.co/ZSfOYnD1DM",Sun Apr 27 14:20:12 +0000 2025,3,2
351,Łałr Bałałr,"@Podhalanka_ Potworny strach i stres. Świadomość tego, co się przez 1,5 roku wydarzyło, powoduje taki stan. Nie da się od tego uciec, a wybory prezydenckie, które miały być  spacerkiem, są dla tej ekipy skrajnie zagrożone, a to wróży rychły koniec i konsekwencje...",Tue Apr 22 06:54:42 +0000 2025,2,5
352,Bart The Ugly,"@lkwarzecha Wybory prezydenckie, czyli opcja ""szogun"" wjechała :)",Sun Apr 27 08:37:37 +0000 2025,0,2
353,Amatorn,"@B102590556 @MarekKozubel Jak zaczniesz ogarniać kim są liberałowie (btw nie jestem jednym z nich jak próbujesz mi wcisnąć), to możesz zacząć próbować mi coś zarzucać o niewiedzy  PS. Konto styczeń 2025 utworzone. Ciekawe że specjalnie pod wybory prezydenckie. Ty nawet prawicowcem nie jesteś https://t.co/0U8NKPfqFH",Mon Apr 21 22:48:20 +0000 2025,0,4
354,𝙼𝚊𝚝𝚎𝚞𝚜𝚣 𓅓,"@Autystycznad0pa No sa to zdecydowanie najgorsze wybory prezydenckie zdecydowanie. W poprzednich chociaż mogłem głosować na Żółtka więc z czystym sumieniem. Teraz nie ma kandydata który by do mnie pasował, ale z racji braku wyboru pozostaje Braun",Wed Apr 23 17:32:55 +0000 2025,0,2
355,Super Express,"W poniedziałek debata kandydatów w ""Super Expressie"". Wiemy, kto ją poprowadzi  https://t.co/hAna7ybCph #debatasuperexpress",Fri Apr 25 16:59:32 +0000 2025,0,3
356,Rain Harper,"@K_Stanowski Tusk przerzuca ciężar kampanii na aborcyjnych aktywistów. Ta Gizela to Joanna z Krakowa v. 2.0 - mądrzejsza, bogatsza, z lepszymi plecami. Idealny totem do kolejnej mobilizacji wyborców.  Na naszym wzburzeniu wygra Rafauowi wybory prezydenckie.",Sun Apr 20 21:32:44 +0000 2025,1,6
357,Fakt,Szokująca kwota: ile Polacy zapłacą za wybory prezydenckie w 2025 roku? Szczegóły w artykule.  #pieniadze #panstwowakomisjawyborcza #wyboryprezydenckie2025 #wyborcy #kampaniawyborcza #partiepolitycznefinansowanie #kandydaci #koszty https://t.co/ozhjDmjd6i,Fri Apr 18 10:20:03 +0000 2025,1,1
358,Interia,"Sondaż prezydencki. Rafał Trzaskowski pozostaje sondażowym liderem, choć jego poparcie spadło. Przewaga Trzaskowskiego nad zajmującym drugie miejsce Karolem Nawrockim zmalała z 13,4 punktu proc. do 5,5 punktu proc. Podium zamyka Sławomir Mentzen. https://t.co/G7xImZ4sqT",Wed Apr 23 06:20:22 +0000 2025,1,5
359,X-owe wybory prezydenckie,Działo się dziś,Wed Apr 23 17:18:29 +0000 2025,0,6
360,R⚡R Ukarywator,"Droga K15X wejście się wybierajcie sami. Zjebaliscie sobie wybory prezydenckie a mi humor. Pójdę zagłosuję na PiS może on pokaże jak się zamyka polityków, którzy łamią prawo https://t.co/ulcWwWWRVz",Wed Apr 23 11:08:06 +0000 2025,0,6
361,Ład(n)a,"@GiertychRoman Marzy się władza bez kolejnych wyborów? Dzięki, że otwarcie mówi pan o planach zamachu na obowiązujący w Polsce ustrój demokratyczny. Tylko jest mały szkopuł… To prezydent jest głową państwa w Polsce jak Papież w Watykanie. A Tusk swoje wybory prezydenckie przegrał z kretesem!",Tue Apr 22 21:11:30 +0000 2025,0,3
362,Michał Szadkowski,"Nasłuchamy się, że wybory prezydenckie to konkurs piękności, że wybieramy strażnika żyrandola, a w ogóle to mamy do czynienia z potworkiem ustrojowym, bo zwycięzca nic nie może. Mimo to każde wybory prezydenckie miały kapitalne znaczenie. @NewsweekPolska https://t.co/p6Tnfqc2zt",Tue Apr 22 04:36:00 +0000 2025,3,12
363,X-owe wybory prezydenckie,@WojownikKurumi @astronomikox @pjoterek303 @Towarekznowu @ubogipolityk @mukbak_dobry @Trivdar @Drewniuk_UwU @_kon__lib_ @mapol333 @_NPAD_ Ok to zaaktuakizuje,Mon Apr 21 17:31:27 +0000 2025,0,2
364,Interia,"Decyzja, by na ostatniej prostej @AndrzejDuda otwarcie poparł @NawrockiKn zapadła, jak usłyszeliśmy z okolic sztabu, ""już dawno"", choć do ostatniej chwili była trzymana w ścisłej tajemnicy  @BaranowskaKam  https://t.co/Lf9NpAyjt3",Sun Apr 27 18:15:58 +0000 2025,0,6
365,Wszystko Co Najważniejsze,🔴 Rafał TRZASKOWSKI na wybory prezydenckie już wydał osiem milionów złotych • Wszystko co najważniejsze ⤵️ https://t.co/r3xDJfpgiv,Thu Apr 17 15:37:32 +0000 2025,1,3
366,Andrzej Filipowicz,"@JNizinkiewicz Dopiero teraz Pan to zauważył? To było jasne od grudnia 2023 roku gdy koalicja 15.X zaczęła łamać prawo. I jasne było, że wybory prezydenckie to będzie plebiscyt nad rządami Tuska.",Wed Apr 23 09:32:01 +0000 2025,2,73
367,wRealu24.tv,"23-04-2024 (ŚRODA) RAMÓWKA: 📺 17:30 - 1945 - Wielkie zwycięstwo, czy wielka klęska?! Czy Polacy potrafią być wdzięczni Persom?! Mariusz Świder u Marka Skowrońskiego 📺 18:45 - Kto wygra wybory prezydenckie?! Czy PiS podmieni Nawrockiego?! Dawid Jackiewicz u Marka Skowrońskiego https://t.co/YyFMZFu3Wa",Wed Apr 23 11:47:20 +0000 2025,1,11
368,Karol Rosiak,@LukasPawlowski Najlepszym sondażem partyjnym będą wybory prezydenckie 18 maja ;),Fri Apr 25 07:34:07 +0000 2025,0,3
369,Bandi #Hołownia2025,"Lis chce po tym jak RT wygra wybory prezydenckie, żeby zaprosił nowego papieża do Polski.",Mon Apr 21 21:28:01 +0000 2025,0,2
370,Jan Bała,"@Kalejowy Wybory prezydenckie są wyborami które w największym stopniu obracają się również dookoła postaw kandydata, a nie tylko poglądów.   Tu różnica jest diametralna. Jedna z tych osób aktywnie legitymizuje rząd działający w sprzeczności z jej ideami, ""zdradza"" swoje środowisko,",Thu Apr 24 11:25:16 +0000 2025,0,25
371,Dariusz Błażejewski,"🗳️📊 PROGNOZA PREZYDENCKA (27 kwietnia) - II TURA:  @Trzaskowski2O25 52,1% (-0.2) @Nawrocki25 47,9% (+0.2)        Frekwencja: 62,0%     PODAJ DALEJ!🔃 https://t.co/GJaAFtkygA",Sun Apr 27 19:45:28 +0000 2025,9,89
372,Interia,Wybory prezydenckie. Kandydaci na prezydenta Polski powinni ujawnić informacje na temat stanu swojego zdrowia - uważa większość ankietowanych. https://t.co/KiEMwtNZdB,Thu Apr 24 08:12:03 +0000 2025,0,4
373,Malleus Maleficarum,@SlizPawel @szymon_holownia Coś Ci się Pawełku nie ten teges. To wybory prezydenckie. To nie oznacza to że prezydent wybiera sobie obywateli ale to że to obywatele wybierają sobie prezydenta. Powinieneś więc nas przekonać że Hołownia będzie najlepszym Prezydentem. Dajesz.,Wed Apr 23 21:47:39 +0000 2025,1,6
374,Fakty RMF FM,"Stanowcze ""nie"" Rafała Trzaskowskiego dla propozycji Szymona Hołowni. Prezydent Warszawy nie chce debatować z marszałkiem Sejmu jeden na jeden w Gdańsku. https://t.co/oPOAvced02",Thu Apr 24 19:25:46 +0000 2025,47,268
375,Dorota,"@KoneserUnii @KamilWiniewski4 @MateuszPluta02 @trzaskowski_ @NawrockiKn @SlawomirMentzen @szymon_holownia @GrzegorzBraun_ @ZandbergRAZEM @MagdaBiejat @K_Stanowski @PasjonataM A tu masz nie sondaż, tylko prawybory wśród młodzieży w Poznaniu. Spora część pójdzie już teraz na wybory prezydenckie😊",Sat Apr 19 16:03:10 +0000 2025,0,4
376,Grzegorz Brzęczyszczykiewicz 🇺🇦,"@Drzymalski_ A jak będzie mniej niż Zandberg?  Szejna dostanie nową asystentkę do bicia? Gdula może jakieś osiedle wybudowane z państwowych na wynajem? Macie w partii damskich bokserów i rentierów, a wybory prezydenckie to sOnDaŻ. Zasługujecie na wszystko złe co was spotka",Fri Apr 25 11:01:55 +0000 2025,1,33
377,KOT Krajowy Ośrodek Tłiterowy,"@t_stanislawski Prezydent, który został demokratycznie wybrany, przez Polaków, na dwie kadencje. Choć za pierwszym razem to podobno, nawet przejechanie ciężarnej zakonnicy na pasach, przez kontrkandydata, nie miało gwarantować Andrzejowi Dudzie zwycięstwa. Miało nawet drugiej tury nie być.",Sun Apr 27 20:49:04 +0000 2025,0,0
378,Sławomir,"@WolnaRadio Polacy nie pozwólmy , żeby wybory Prezydenckie wygrał ktoś z KO !!!!!!!! Tylko Nawrocki, Braun i Jakubiak !!!!!!!!!!",Tue Apr 22 07:01:35 +0000 2025,1,7
379,X-owe wybory prezydenckie,Od jednego z kandydatów wpłynęło zawiadomienie nt. Oszustw wyborczych ze sztabu @Mapol2025,Wed Apr 23 14:27:56 +0000 2025,1,9
380,tvn24,Prezydent Andrzej Duda pojawił się w niedzielę na konwencji wyborczej kandydata PiS. https://t.co/QT9KH57whB,Sun Apr 27 10:52:35 +0000 2025,5,48
381,wRealu24.tv,Kto wygra wybory prezydenckie?! Czy PiS podmieni Nawrockiego?! Dawid Jackiewicz u Marka Skowrońskiego ZAPRASZAMY O GODZINIE 18:45! https://t.co/DwVMMWkfKn,Wed Apr 23 10:25:51 +0000 2025,0,9
382,Grok,"@DGryffindora @bostonsky777 @GiertychRoman W 2020 roku Polską rządziła partia Prawo i Sprawiedliwość (PiS). Sprawuje ona władzę od 2015 roku, a w 2020 ich sojusznik, Andrzej Duda, wygrał wybory prezydenckie. To oni kształtowali politykę, w tym ceny paliw, o których mowa w dyskusji. https://t.co/eAzQ4h403i",Sun Apr 20 14:36:40 +0000 2025,0,70
383,Jakub Kocjan,Całą rozmowę możesz obejrzeć tutaj: https://t.co/74M8EefQCj,Sun Apr 27 08:36:00 +0000 2025,0,4
384,Magazyn Press,Serwis @oko_press udostępnił interaktywne narzędzie mające pomóc porównać własne poglądy z deklaracjami i programami kandydatów oraz kandydatek startujących w wyborach prezydenckich ⬇ https://t.co/VXXOaAPt99,Sun Apr 27 15:30:00 +0000 2025,1,3
385,Jakub Wencel,"Wybory prezydenckie, Eurowizja i konklawe w tym samym czasie. Dobrze przynajmniej, że nie wszystko wygrywa się w Końskich.",Mon Apr 21 16:18:19 +0000 2025,35,1173
386,Czerwona Zaraza🇪🇺🚩,"Święta święta i po Świętach, jeszcze konklawe, wybory prezydenckie i połowa roku za pasem Bożenko",Mon Apr 21 20:09:06 +0000 2025,1,28
387,Lucyna,"@KapenGenezyp Przestępcy, a zwłaszcza ci z degenerowanego obozu politycznego dobrze wiedzą, że trudno jest im udowodnić przestępcze działania. Zmienili prawo tak, by  odpowiedzialność ich nie dotyczyła. Co się odwlecze nie uciecze. Dlatego wybory prezydenckie musi wygrać #Trzaskowski2025.",Sat Apr 26 08:06:15 +0000 2025,0,5
388,ENZO 🇵🇱,▫️Aktualizacja wyborów ▫️  🇨🇦 28 kwietnia wybory parlamentarne  🇷🇴 4 maja wybory prezydenckie [I tura] *🇻🇦 6 maja praw. początek konklawe 🇵🇱 18 maja wybory prezydenckie  🇷🇴 18 maja wybory prezydenckie [II tura] 🇵🇹 18 maja wybory parlamentarne  🇵🇱 1 czerwca wybory prezydenckie [2],Mon Apr 21 11:21:23 +0000 2025,9,63
389,Arek Ateista,"@JanuszMali33660 Jeśli KO zrobiłoby rzetelne i sprawne rozliczenia, wybory prezydenckie mielibyśmy w kieszeni. Bodnar swoją nieudolnością i tchórzostwem doprowadził do sytuacji jaką mamy dzisiaj.",Sun Apr 27 06:48:32 +0000 2025,2,23
390,Jan Kowalski 5482 #Trzaskowski2025,"@GiertychRoman po pierwsze, to nie to samo co sondaż na wybory prezydenckie. po drugie, to nie to samo, co sondaż na wybory partii politycznych do parlamentu. a tam KO właśnie straciło pierwsze miejsce dla PiS.",Fri Apr 25 10:21:30 +0000 2025,1,6
391,Małgorzata Olesińska 💟🌈🌈⚡️🚭🇵🇱 🇪🇺,"@szymon_holownia Te wybory prezydenckie to wybory kluczowe- albo demokracja i praworządność albo złodziejstwo i bezprawie. Jest pan mocny w gębie ale szans na zwycięstwo nie ma pan żadnych.Nie potrafi pan jednak wznieść się ponad własne ambicje czym  pokazuje pan,że nie nadaje się na prezydenta.",Thu Apr 24 14:26:18 +0000 2025,1,7
392,Dej_Mi_Spokój 🐟🏍️🚣🏞️🚙🚜🚤🎧🌅🌍,"@MichalOleksyn W Polsce jest elita która może okradać państwo, i nie można im nic zrobić.  Prokuratura chce być niezależna. A czeka na wybory prezydenckie... Kraj cyrk.",Mon Apr 21 08:19:39 +0000 2025,1,3
393,Kamil,"@spalinskipatryk No i co w tym dziwnego? To są de facto wybory prezydenckie w kraju w Europie, to chyba nic dziwnego, że polityczne nerdy mają swoje typy. Zdradzę ci sekret, jak były wybory w Niemczech, to też wiele ludzi miało swoich faworytów, mimo że Niemcami nie byli.",Mon Apr 21 12:32:51 +0000 2025,0,28
394,Mikołaj Widła #Biejat2025,"@Guacamole2137 Po raz n-ty, w 2015 też, w 2019 też.  Miał że dwie szansę wciąć cała stawkę na Lewicy, miał nawet propozycje startu wybory prezydenckie temu xd",Mon Apr 21 17:50:23 +0000 2025,0,9
395,Interia,"Wybory prezydenckie. Joanna Senyszyn zabrała głos ws. polityki migracyjnej. Zdaniem kandydatki na prezydenta ""to migranci, jeżeli wybrali nasz kraj jako docelowy dla siebie, muszą się przystosować do nas"". https://t.co/epOFDY9XWn",Wed Apr 23 11:02:05 +0000 2025,0,2
396,Wojtek44,"@ProfesorPingwin Prawicowi kandydaci mają łącznie 45,3% w tym sondażu prezydenckim.  Więc praktycznie nic się nie zmieniło od ostatnich wyborów parlamentarnych przegranych przez prawicę - wtedy PiS, Konfederacja i Polska Jest Jedna zdobyły łącznie 44,17%. Dziś 1,13% więcej.https://t.co/57PGNXMwqe",Wed Apr 23 21:52:40 +0000 2025,0,1
397,tvn24,"To dyskwalifikuje do sprawowania jakiegokolwiek poważnego urzędu - stwierdził w @faktypofaktach socjolog dr hab. Przemysław Sadura, mówiąc o ""klinicznym przypadku braku wrażliwości na krzywdę ludzką"" Sławomira Mentzena. https://t.co/6Xhts74Yff",Sat Apr 26 19:29:01 +0000 2025,25,119
398,Super Express,"Do wyborów prezydenckich został niespełna miesiąc. Kandydaci starają się  utrzymać wypracowane poparcie, unikając błędów. Tymczasem jak pokazują  wyniki sondażu Instytutu Badań Pollster dla „Super Expressu”, największy  wpływ na decyzje Polaków w wyborach wcale nie będą miały",Wed Apr 23 07:24:00 +0000 2025,0,1
399,Roman Giertych,#LiderZaufania to Rafał Trzaskowski. Tuż za nim Donald Tusk. Przy takich sondażach osobistej popularności wybory prezydenckie muszą być nasze!,Fri Apr 25 10:30:07 +0000 2025,284,946
400,Sławek Gruszczynski,"@HelvisPriestley Od wielu dni mówię, że wybory prezydenckie dla PiS są kwestią życia i śmierci.  A że nie jest dobrze (dla PiS) uruchamiają głęboko zakonspirowane zasoby.  Pierwszym był Misiek.",Sun Apr 27 12:00:12 +0000 2025,2,6
401,Jaroslaw,"@Maciej_Korowaj Spora część obserwatorów zauważa problemy zewnętrzne Ukrainy. Zelenski jest w trudnej sytuacji wewnętrznej,  musi w końcu zorganizować wybory prezydenckie. I odpowiedzieć na pytanie,w swojej zwycięskiej kampanii zapowiedział koniec wojny na wschodzie, a wybuchła ze zdwojoną siłą",Wed Apr 23 17:40:02 +0000 2025,0,2
402,Historia Na Czasie,Maj w tym roku będzie naprawdę intensywny : - wybory prezydenckie - konklawe nowego Papieża - być może zawieszenie broni na Ukrainie (chociaż wątpię) - (PISZE MATURE….)  #maj #wybory #papież #matura #matura2025 #historianaczasie,Wed Apr 23 22:33:18 +0000 2025,0,4
403,Danuta,"@air_kadiush @Magda15525899 @szymon_holownia O mój ty smutku, co za bzdety. PO przegrało wybory prezydenckie w 2020 na własne życzenie, a nie przez @szymon_holownia i to właśnie dzięki temu mamy Dudę. Niczego się nie nauczyli przez te wszystkie lata i możemy mieć powtórkę z rozrywki.",Sat Apr 26 07:26:18 +0000 2025,3,34
404,Adwokat,"@SlawomirNitras Weź się kurwa do roboty, bo przegracie po raz kolejny wybory prezydenckie",Sun Apr 27 12:54:18 +0000 2025,0,4
405,LA Vennder,"@MrMistrzowski Tak to nie będzie działać, albo lewica albo Razem.  Świetnie uwypuklą to wybory prezydenckie. Na co czeka @ZandbergRAZEM ? lewica za wspieranie głupot obecnej administracji już dawno powinna odejść w zapomnienie",Fri Apr 25 10:55:53 +0000 2025,0,7
406,Piotr #Trzaskowski2025,"@Ten_Psycholog Mogę łatwo potwierdzić to, co napisałeś: kto jeszcze pamięta akcję z posłem Gramatyką? A z „własnej autopsji” - wybory prezydenckie są ostatnimi, na które się wybieram. O ile nie zobaczę faktycznych zmian.",Sun Apr 27 07:49:39 +0000 2025,0,3
407,Damian Adam Marks,@najjjka2 Konklawe mnie bardziej interesuje niż wybory prezydenckie.,Thu Apr 24 08:12:44 +0000 2025,0,13
408,Adrian G.,"@Bozka1806 @tyczynski_k Przypomnę tylko, że koalicja nie ma żadnej umowy na wybory prezydenckie, każdy kandydat gra na swój wynik i nie będzie patrzył czy ktoś inny z koalicji się obraża czy nie. A jeszcze min. 2 debaty przed Trzaskowskim i tam go będę prawie wszyscy atakowali - takie uroki lidera",Thu Apr 24 17:50:08 +0000 2025,0,3
409,Adam Warzecha,"@NocnaZ Monika... nie mobilizujesz. My chcemy debat I chcemy usłyszeć co kandydaci mają do powiedzenia. Rafał Trzaskowski jest ""warszawski"" ale wybory prezydenckie wygrywa się na powiatach a nie w miastach.",Thu Apr 24 10:25:20 +0000 2025,0,3
410,🎼 Aɴᴅʏ Lᴇᴛᴋɪᴇᴡɪᴄᴢ ™ 🇵🇱🇪🇺🇺🇦✌️,"Wybory prezydenckie coraz bliżej i chciałbym Wam zadać zagadkę polityczną 👇😇.  ""Ego w nim jarzy Aż krzywy ""na twarzy"" ""Co łaska"" w procentach Depczą mu po piętach  Egoista nabrzmiały Łasy na pochwały Tępy politycznie I arytmetycznie""  Kto to jest? 🤔",Fri Apr 25 05:45:14 +0000 2025,2,4
411,Łukasz Olejnik,Rafał Trzaskowski cieszy się największym zaufaniem wśród polityków - wynika z sondażu IBRiS dla Onetu💪  Cała Polska naprzód!  #Trzaskowski2025  https://t.co/cRbe3GJlGA,Fri Apr 25 06:05:40 +0000 2025,107,430
412,tvn24,Trzaskowski cieszy się największym zaufaniem wśród polityków - wynika z sondażu IBRiS dla Onetu. Największą nieufność budzi Braun. https://t.co/iMpLGFj8eC,Fri Apr 25 05:58:15 +0000 2025,94,431
413,Fakty RMF FM,Zaskoczenie na konwencji Nawrockiego. Prezydent zabrał głos.  https://t.co/txzi6PbLAU,Sun Apr 27 11:24:31 +0000 2025,1,3
414,Wojtek Szacki,"Aż żal, że wybory prezydenckie nie są co roku",Mon Apr 21 20:00:55 +0000 2025,0,48
415,Nic o mnie,"@ciorka77 jeszcze trzeba wygrać wybory prezydenckie  ale do tego jeszcze miesiąc, niecały",Sun Apr 27 06:20:47 +0000 2025,0,3
416,Jan Kowalski,"@donaldtusk Niedługo wybory prezydenckie. Może lepiej będzie wysłać tam Rafała. Zrobi się kilka zdjęć, jakieś nagranie.",Mon Apr 21 19:46:35 +0000 2025,0,2
417,Ogólnopolska Federacja Onkologiczna,Wybory'2025 - zadaliśmy pytania wszystkim kandydatkom i kandydatom na Prezydenta RP dotyczące ich potencjalnej aktywności w obszarze zdrowia w szczególności onkologii. Odpowiedzi będziemy publikować na naszej stronie.  https://t.co/PnzO0IZ8bY,Thu Apr 24 12:55:33 +0000 2025,0,3
418,Robert,@MarcinPalade 25 procent Nawrockiego w tym momencie kampanii to dramat. Jak on ma wygrać te wybory prezydenckie?,Wed Apr 23 11:25:12 +0000 2025,0,2
419,Super Express,"Nie milkną echa po wystąpieniu Radosława Sikorskiego w Sejmie. Szef polskiej dyplomacji nawiązał  do kampanii prezydenckiej Rafała Trzaskowskiego. Za te słowa skrytykował go Andrzej Duda, szpilkę wbił również Szymon Hołownia. https://t.co/fl9jrLdWzG",Wed Apr 23 15:05:28 +0000 2025,1,2
